Team,Game_ID,Points_Scored,Points_Allowed,Win,Field Goals Made,Field Goals Attempted,Free Throws Made,Free Throws Attempted,Three Point Made,Three Point Attempted,Total Points,Offensive Rebounds,Defensive Rebounds,Total Rebounds,Assists,Turnovers,Steals,Blocks,Fouls,Technical Fouls,Offensive_Efficiency,Efficient Points Score,Raw EOP,Two Points Per Attempt,Three Points Per Attempt,Total Points Per Attempt,Scoring_Possesions,Team Play Percent,Possesions,Field Goals Made_Allowed,Field Goals Attempted_Allowed,Free Throws Made_Allowed,Free Throws Attempted_Allowed,Three Point Made_Allowed,Three Point Attempted_Allowed,Total Points_Allowed,Offensive Rebounds_Allowed,Defensive Rebounds_Allowed,Total Rebounds_Allowed,Assists_Allowed,Turnovers_Allowed,Steals_Allowed,Blocks_Allowed,Fouls_Allowed,Technical Fouls_Allowed,Offensive_Efficiency_Allowed,Efficient Points Score_Allowed,Raw EOP_Allowed,Two Points Per Attempt_Allowed,Three Points Per Attempt_Allowed,Total Points Per Attempt_Allowed,Scoring_Possesions_Allowed,Team Play Percent_Allowed,Possesions_Allowed,Offensive_Efficieny_Difference
Milwaukee Hamilton/Audubon,33024187,7,79,0,3,23,0,2,1,10,7,4,15,19,2,39,7,4,10,0.0,0.033333333,2.633333333,2.052,0.307692308,0.3,0.304347826,3.0,0.047770701,66.92,31,62,8,10,9,20,79,16,13,29,18,13,29,1,1,0.0,0.337662338,2.363636364,6.415584416,1.047619048,1.35,1.14516129,33.56,0.424810127,82.68,-0.304329005
Racine Lutheran,33024187,79,7,1,31,62,8,10,9,20,79,16,13,29,18,13,29,1,1,0.0,0.337662338,2.363636364,6.415584416,1.047619048,1.35,1.14516129,33.56,0.424810127,82.68,3,23,0,2,1,10,7,4,15,19,2,39,7,4,10,0.0,0.033333333,2.633333333,2.052,0.307692308,0.3,0.304347826,3.0,0.047770701,66.92,0.304329005
Milwaukee Reagan,33024279,37,91,0,13,56,10,23,1,11,37,7,7,14,2,17,8,3,0,18.0,0.176470588,16.05882353,12.47294118,0.533333333,0.272727273,0.482142857,14.73913043,0.179308156,87.91,37,65,14,21,3,10,91,16,27,43,21,16,12,3,18,0.0,0.406976744,15.05813953,17.93953488,1.236363636,0.9,1.184615385,40.73333333,0.455630127,89.88,-0.230506156
Kenosha Bradford,33024279,91,37,1,37,65,14,21,3,10,91,16,27,43,21,16,12,3,18,0.0,0.406976744,15.05813953,17.93953488,1.236363636,0.9,1.184615385,40.73333333,0.455630127,89.88,13,56,10,23,1,11,37,7,7,14,2,17,8,3,0,18.0,0.176470588,16.05882353,12.47294118,0.533333333,0.272727273,0.482142857,14.73913043,0.179308156,87.91,0.230506156
Mineral Point,33024342,61,28,1,22,58,10,16,7,32,61,17,20,37,22,12,17,2,15,0.0,0.426666667,11.94666667,16.21333333,1.153846154,0.65625,0.879310345,24.5,0.320680628,75.01,12,35,1,6,3,10,28,5,19,24,4,22,6,0,11,0.0,0.089285714,5.446428571,4.410714286,0.72,0.9,0.771428571,12.06666667,0.203142536,65.65,0.337380953
Black Hawk,33024342,28,61,0,12,35,1,6,3,10,28,5,19,24,4,22,6,0,11,0.0,0.089285714,5.446428571,4.410714286,0.72,0.9,0.771428571,12.06666667,0.203142536,65.65,22,58,10,16,7,32,61,17,20,37,22,12,17,2,15,0.0,0.426666667,11.94666667,16.21333333,1.153846154,0.65625,0.879310345,24.5,0.320680628,75.01,-0.337380953
Mineral Point,33024343,80,38,1,32,81,7,11,9,35,80,23,19,42,25,9,25,0,18,0.0,0.347826087,13.2173913,16.65391304,1.0,0.771428571,0.901234568,33.78181818,0.357858243,97.79,14,41,9,17,1,8,38,11,24,35,6,33,5,3,0,0.0,0.217391304,17.39130435,14.20869565,0.787878788,0.375,0.707317073,15.90588235,0.19685498,78.63,0.130434783
Boscobel,33024343,38,80,0,14,41,9,17,1,8,38,11,24,35,6,33,5,3,0,0.0,0.217391304,17.39130435,14.20869565,0.787878788,0.375,0.707317073,15.90588235,0.19685498,78.63,32,81,7,11,9,35,80,23,19,42,25,9,25,0,18,0.0,0.347826087,13.2173913,16.65391304,1.0,0.771428571,0.901234568,33.78181818,0.357858243,97.79,-0.130434783
Mineral Point,33024344,80,41,1,32,78,9,13,7,26,80,16,21,37,23,6,19,1,12,0.0,0.351648352,14.41758242,17.10417582,0.961538462,0.807692308,0.91025641,34.49230769,0.386685064,98.08,14,47,11,15,2,11,41,12,26,38,7,28,3,6,12,0.0,0.257142857,20.57142857,17.00228571,0.666666667,0.545454545,0.638297872,17.22666667,0.212674897,80.96,0.094505495
Cuba City,33024344,41,80,0,14,47,11,15,2,11,41,12,26,38,7,28,3,6,12,0.0,0.257142857,20.57142857,17.00228571,0.666666667,0.545454545,0.638297872,17.22666667,0.212674897,80.96,32,78,9,13,7,26,80,16,21,37,23,6,19,1,12,0.0,0.351648352,14.41758242,17.10417582,0.961538462,0.807692308,0.91025641,34.49230769,0.386685064,98.08,-0.094505495
Mineral Point,33024348,82,30,1,26,55,19,29,11,25,82,14,34,48,15,19,12,0,18,0.0,0.453333333,13.6,15.504,1.0,1.32,1.145454545,30.97931034,0.361907831,81.02,9,28,6,21,2,14,30,7,9,16,9,22,10,2,23,0.0,0.288461538,23.65384615,19.95,1.0,0.428571429,0.714285714,9.685714286,0.165851272,53.71,0.164871795
Dodgeville,33024348,30,82,0,9,28,6,21,2,14,30,7,9,16,9,22,10,2,23,0.0,0.288461538,23.65384615,19.95,1.0,0.428571429,0.714285714,9.685714286,0.165851272,53.71,26,55,19,29,11,25,82,14,34,48,15,19,12,0,18,0.0,0.453333333,13.6,15.504,1.0,1.32,1.145454545,30.97931034,0.361907831,81.02,-0.164871795
Mineral Point,33024349,64,25,1,25,56,9,17,5,20,64,8,21,29,16,8,21,2,8,0.0,0.347222222,8.680555556,10.81944444,1.111111111,0.75,0.982142857,26.90588235,0.380026587,77.84,9,32,5,8,2,14,25,2,20,22,5,28,4,0,0,0.0,0.158730159,10.15873016,8.323809524,0.777777778,0.428571429,0.625,10.25,0.162183544,70.66,0.18849206300000002
Fennimore,33024349,25,64,0,9,32,5,8,2,14,25,2,20,22,5,28,4,0,0,0.0,0.158730159,10.15873016,8.323809524,0.777777778,0.428571429,0.625,10.25,0.162183544,70.66,25,56,9,17,5,20,64,8,21,29,16,8,21,2,8,0.0,0.347222222,8.680555556,10.81944444,1.111111111,0.75,0.982142857,26.90588235,0.380026587,77.84,-0.18849206300000002
Mineral Point,33024352,58,46,1,17,56,18,25,6,25,58,16,18,34,12,19,21,0,16,0.0,0.422535211,19.43661972,18.62535211,0.709677419,0.72,0.714285714,22.184,0.260988235,80.28,19,40,5,12,3,11,46,5,16,20,12,27,9,2,0,0.0,0.22972973,13.32432432,12.22162162,1.103448276,0.818181818,1.025,19.83333333,0.276230269,77.65,0.19280548100000003
New Glarus,33024352,46,58,0,19,40,5,12,3,11,46,5,16,20,12,27,9,2,0,0.0,0.22972973,13.32432432,12.22162162,1.103448276,0.818181818,1.025,19.83333333,0.276230269,77.65,17,56,18,25,6,25,58,16,18,34,12,19,21,0,16,0.0,0.422535211,19.43661972,18.62535211,0.709677419,0.72,0.714285714,22.184,0.260988235,80.28,-0.19280548100000003
Mineral Point,33024354,64,60,1,25,58,9,15,5,19,64,6,14,20,11,16,15,1,14,0.0,0.253164557,15.18987342,13.66075949,1.025641026,0.789473684,0.948275862,27.16,0.3395,90.78,23,45,7,12,5,9,60,5,27,32,15,19,14,0,0,0.0,0.297297297,19.02702703,17.84972973,1.0,1.666666667,1.133333333,24.63333333,0.358042636,76.65,-0.044132740000000004
Platteville,33024354,60,64,0,23,45,7,12,5,9,60,5,27,32,15,19,14,0,0,0.0,0.297297297,19.02702703,17.84972973,1.0,1.666666667,1.133333333,24.63333333,0.358042636,76.65,25,58,9,15,5,19,64,6,14,20,11,16,15,1,14,0.0,0.253164557,15.18987342,13.66075949,1.025641026,0.789473684,0.948275862,27.16,0.3395,90.78,0.044132740000000004
Mishicot,33024362,68,31,1,21,54,25,38,1,14,68,19,27,45,16,12,7,2,14,0.0,0.650793651,20.17460317,23.24634921,1.0,0.214285714,0.796296296,27.57894737,0.339642209,67.27,12,50,5,12,2,12,31,7,12,19,3,20,7,2,28,0.0,0.121212121,8.242424242,6.540606061,0.526315789,0.5,0.52,12.83333333,0.171568627,82.51,0.52958153
Elkhart Lake-Glenbeulah,33024362,31,68,0,12,50,5,12,2,12,31,7,12,19,3,20,7,2,28,0.0,0.121212121,8.242424242,6.540606061,0.526315789,0.5,0.52,12.83333333,0.171568627,82.51,21,54,25,38,1,14,68,19,27,45,16,12,7,2,14,0.0,0.650793651,20.17460317,23.24634921,1.0,0.214285714,0.796296296,27.57894737,0.339642209,67.27,-0.52958153
Mishicot,33024363,55,47,1,19,50,17,25,0,6,55,15,22,37,10,11,6,5,16,1.0,0.482142857,22.66071429,20.88642857,0.863636364,0.0,0.76,23.624,0.332732394,64.95,12,46,19,21,4,8,47,5,20,25,8,10,3,1,20,0.0,0.457627119,25.16949153,21.91118644,0.421052632,1.5,0.608695652,18.87619048,0.293108548,69.05,0.024515737999999954
Hilbert,33024363,47,55,0,12,46,19,21,4,8,47,5,20,25,8,10,3,1,20,0.0,0.457627119,25.16949153,21.91118644,0.421052632,1.5,0.608695652,18.87619048,0.293108548,69.05,19,50,17,25,0,6,55,15,22,37,10,11,6,5,16,1.0,0.482142857,22.66071429,20.88642857,0.863636364,0.0,0.76,23.624,0.332732394,64.95,-0.024515737999999954
Mishicot,33024366,43,30,1,15,39,9,14,4,21,43,8,15,23,10,11,10,3,5,0.0,0.365384615,10.96153846,11.10769231,1.222222222,0.571428571,0.871794872,17.31428571,0.311408016,57.04,10,29,1,5,3,12,28,6,20,26,8,17,7,0,12,0.0,0.1875,8.0625,7.2675,0.823529412,0.75,0.793103448,10.08,0.21,51.18,0.17788461500000002
Howards Grove,33024366,30,43,0,10,29,1,5,3,12,28,6,20,26,8,17,7,0,12,0.0,0.1875,8.0625,7.2675,0.823529412,0.75,0.793103448,10.08,0.21,51.18,15,39,9,14,4,21,43,8,15,23,10,11,10,3,5,0.0,0.365384615,10.96153846,11.10769231,1.222222222,0.571428571,0.871794872,17.31428571,0.311408016,57.04,-0.17788461500000002
Mishicot,33024368,76,31,1,29,62,14,18,4,14,76,16,29,45,23,11,11,6,6,0.0,0.4625,14.3375,18.981,1.041666667,0.857142857,1.0,33.35555556,0.415904683,80.68,13,51,2,4,3,11,31,5,12,17,9,11,7,1,13,0.0,0.166666667,12.66666667,10.76666667,0.5,0.818181818,0.568627451,13.4,0.210691824,77.05,0.29583333300000003
Kohler,33024368,31,76,0,13,51,2,4,3,11,31,5,12,17,9,11,7,1,13,0.0,0.166666667,12.66666667,10.76666667,0.5,0.818181818,0.568627451,13.4,0.210691824,77.05,29,62,14,18,4,14,76,16,29,45,23,11,11,6,6,0.0,0.4625,14.3375,18.981,1.041666667,0.857142857,1.0,33.35555556,0.415904683,80.68,-0.29583333300000003
Mishicot,33024370,49,36,1,18,52,11,20,2,11,49,15,37,52,10,18,10,4,12,0.0,0.323076923,11.63076923,11.29476923,0.780487805,0.545454545,0.730769231,20.42,0.261794872,74.75,4,48,13,22,5,29,36,18,20,38,4,18,7,8,21,0.0,0.326923077,16.01923077,13.16846154,-0.105263158,0.517241379,0.270833333,7.072727273,0.094555177,65.94,-0.0038461539999999905
Manitowoc Lutheran,33024370,36,49,0,4,48,13,22,5,29,36,18,20,38,4,18,7,8,21,0.0,0.326923077,16.01923077,13.16846154,-0.105263158,0.517241379,0.270833333,7.072727273,0.094555177,65.94,18,52,11,20,2,11,49,15,37,52,10,18,10,4,12,0.0,0.323076923,11.63076923,11.29476923,0.780487805,0.545454545,0.730769231,20.42,0.261794872,74.75,0.0038461539999999905
Mishicot,33024372,34,59,0,13,44,5,11,3,15,34,11,14,22,6,22,9,0,18,0.0,0.180327869,10.63934426,8.908196721,0.689655172,0.6,0.659090909,13.90909091,0.197572314,71.83,21,42,13,21,3,13,59,12,21,33,6,18,11,0,0,0.0,0.351851852,11.96296296,10.6962963,1.24137931,0.692307692,1.071428571,24.21904762,0.354079644,63.96,-0.17152398300000002
Oostburg,33024372,59,34,1,21,42,13,21,3,13,59,12,21,33,6,18,11,0,0,0.0,0.351851852,11.96296296,10.6962963,1.24137931,0.692307692,1.071428571,24.21904762,0.354079644,63.96,13,44,5,11,3,15,34,11,14,22,6,22,9,0,18,0.0,0.180327869,10.63934426,8.908196721,0.689655172,0.6,0.659090909,13.90909091,0.197572314,71.83,0.17152398300000002
Mishicot,33024373,65,34,1,22,50,17,21,4,14,65,14,13,27,13,19,23,1,12,0.0,0.441176471,15.0,15.75882353,1.0,0.857142857,0.96,27.5047619,0.355358681,74.02,13,36,4,8,4,12,34,4,10,14,7,29,10,2,18,0.0,0.161764706,10.51470588,8.851764706,0.75,1.0,0.833333333,13.8,0.202346041,75.12,0.279411765
Reedsville,33024373,34,65,0,13,36,4,8,4,12,34,4,10,14,7,29,10,2,18,0.0,0.161764706,10.51470588,8.851764706,0.75,1.0,0.833333333,13.8,0.202346041,75.12,22,50,17,21,4,14,65,14,13,27,13,19,23,1,12,0.0,0.441176471,15.0,15.75882353,1.0,0.857142857,0.96,27.5047619,0.355358681,74.02,-0.279411765
Mishicot,33024375,58,53,1,17,44,22,30,2,11,58,10,28,38,12,16,6,2,15,0.0,0.548387097,29.06451613,27.09032258,0.909090909,0.545454545,0.818181818,23.45333333,0.325740741,66.9,21,57,3,7,8,18,53,5,17,19,13,6,10,3,0,0.0,0.225352113,13.07042254,12.16,0.666666667,1.333333333,0.877192982,21.51428571,0.326964828,80.45,0.32303498399999997
St. Mary Catholic,33024375,53,58,0,21,57,3,7,8,18,53,5,17,19,13,6,10,3,0,0.0,0.225352113,13.07042254,12.16,0.666666667,1.333333333,0.877192982,21.51428571,0.326964828,80.45,17,44,22,30,2,11,58,10,28,38,12,16,6,2,15,0.0,0.548387097,29.06451613,27.09032258,0.909090909,0.545454545,0.818181818,23.45333333,0.325740741,66.9,-0.32303498399999997
Mondovi,33024376,41,47,0,14,50,9,12,4,21,41,9,13,22,6,15,14,0,15,0.0,0.241935484,11.37096774,9.74516129,0.689655172,0.571428571,0.64,16.7,0.239255014,75.37,20,41,6,11,1,8,47,6,21,27,10,21,10,1,9,0.0,0.242424242,9.939393939,9.396363636,1.151515152,0.375,1.0,21.30909091,0.320920044,71.98,-0.0004887580000000058
Altoona,33024376,47,41,1,20,41,6,11,1,8,47,6,21,27,10,21,10,1,9,0.0,0.242424242,9.939393939,9.396363636,1.151515152,0.375,1.0,21.30909091,0.320920044,71.98,14,50,9,12,4,21,41,9,13,22,6,15,14,0,15,0.0,0.241935484,11.37096774,9.74516129,0.689655172,0.571428571,0.64,16.7,0.239255014,75.37,0.0004887580000000058
Mondovi,33024380,43,77,0,17,58,4,22,5,15,43,9,17,26,12,21,13,0,9,0.0,0.195121951,15.02439024,13.19804878,0.558139535,1.0,0.672413793,17.29090909,0.196935183,92.57,32,59,6,13,7,16,77,16,24,40,22,20,14,6,8,0.0,0.329411765,14.16470588,16.27294118,1.162790698,1.3125,1.203389831,33.10769231,0.393202997,85.48,-0.13428981400000004
Colfax,33024380,77,43,1,32,59,6,13,7,16,77,16,24,40,22,20,14,6,8,0.0,0.329411765,14.16470588,16.27294118,1.162790698,1.3125,1.203389831,33.10769231,0.393202997,85.48,17,58,4,22,5,15,43,9,17,26,12,21,13,0,9,0.0,0.195121951,15.02439024,13.19804878,0.558139535,1.0,0.672413793,17.29090909,0.196935183,92.57,0.13428981400000004
Mondovi,33024382,33,45,0,11,41,11,14,0,5,33,7,25,32,6,18,6,0,22,0.0,0.293103448,13.18965517,11.36068966,0.611111111,0.0,0.536585366,14.45714286,0.223794781,67.91,11,52,18,28,5,31,45,16,19,35,11,11,7,1,19,0.0,0.5,16.5,16.72,0.571428571,0.483870968,0.519230769,15.62857143,0.210627647,66.68,-0.206896552
Durand,33024382,45,33,1,11,52,18,28,5,31,45,16,19,35,11,11,7,1,19,0.0,0.5,16.5,16.72,0.571428571,0.483870968,0.519230769,15.62857143,0.210627647,66.68,11,41,11,14,0,5,33,7,25,32,6,18,6,0,22,0.0,0.293103448,13.18965517,11.36068966,0.611111111,0.0,0.536585366,14.45714286,0.223794781,67.91,0.206896552
Mondovi,33024384,29,54,0,8,39,9,14,4,21,29,11,11,22,6,19,6,0,9,0.0,0.283018868,15.28301887,12.90566038,0.444444444,0.571428571,0.512820513,10.31428571,0.162174304,61.83,20,45,7,10,9,22,54,12,16,28,12,12,8,3,11,0.0,0.333333333,9.666666667,10.38666667,0.956521739,1.227272727,1.088888889,21.96,0.36,62.16,-0.05031446500000003
Elk Mound,33024384,54,29,1,20,45,7,10,9,22,54,12,16,28,12,12,8,3,11,0.0,0.333333333,9.666666667,10.38666667,0.956521739,1.227272727,1.088888889,21.96,0.36,62.16,8,39,9,14,4,21,29,11,11,22,6,19,6,0,9,0.0,0.283018868,15.28301887,12.90566038,0.444444444,0.571428571,0.512820513,10.31428571,0.162174304,61.83,0.05031446500000003
Mondovi,33024385,59,66,0,17,58,13,23,12,31,59,8,20,28,14,23,10,2,30,0.0,0.310344828,20.48275862,18.86896552,0.37037037,1.161290323,0.793103448,19.93913043,0.221054661,95.64,14,31,26,46,4,15,66,18,28,46,12,23,14,2,24,24.0,0.791666667,46.70833333,42.71833333,1.25,0.8,1.032258065,19.87826087,0.274561614,47.14,-0.481321839
Ellsworth,33024385,66,59,1,14,31,26,46,4,15,66,18,28,46,12,23,14,2,24,24.0,0.791666667,46.70833333,42.71833333,1.25,0.8,1.032258065,19.87826087,0.274561614,47.14,17,58,13,23,12,31,59,8,20,28,14,23,10,2,30,0.0,0.310344828,20.48275862,18.86896552,0.37037037,1.161290323,0.793103448,19.93913043,0.221054661,95.64,0.481321839
Mondovi,33024388,50,46,1,13,45,16,29,8,24,50,11,19,30,8,13,10,2,19,0.0,0.436363636,20.07272727,17.90836364,0.476190476,1.0,0.755555556,16.53103448,0.237514863,64.23,15,53,10,17,6,22,46,19,21,40,13,18,8,2,23,0.0,0.353846154,17.69230769,16.94215385,0.580645161,0.818181818,0.679245283,17.35294118,0.223045516,71.87,0.08251748199999998
Plum City/Elmwood,33024388,46,50,0,15,53,10,17,6,22,46,19,21,40,13,18,8,2,23,0.0,0.353846154,17.69230769,16.94215385,0.580645161,0.818181818,0.679245283,17.35294118,0.223045516,71.87,13,45,16,29,8,24,50,11,19,30,8,13,10,2,19,0.0,0.436363636,20.07272727,17.90836364,0.476190476,1.0,0.755555556,16.53103448,0.237514863,64.23,-0.08251748199999998
Mondovi,33024389,65,25,1,25,70,8,12,7,33,65,13,17,30,13,16,25,4,13,0.0,0.244186047,6.104651163,7.052093023,0.972972973,0.636363636,0.814285714,27.13333333,0.298825257,100.09,9,24,7,10,0,4,25,7,23,30,3,33,9,2,11,0.0,0.188679245,12.26415094,9.750943396,0.9,0.0,0.75,10.96,0.179672131,59.11,0.055506801999999994
Glenwood City,33024389,25,65,0,9,24,7,10,0,4,25,7,23,30,3,33,9,2,11,0.0,0.188679245,12.26415094,9.750943396,0.9,0.0,0.75,10.96,0.179672131,59.11,25,70,8,12,7,33,65,13,17,30,13,16,25,4,13,0.0,0.244186047,6.104651163,7.052093023,0.972972973,0.636363636,0.814285714,27.13333333,0.298825257,100.09,-0.055506801999999994
Neillsville,33024391,61,22,1,24,47,6,8,7,20,61,7,15,22,9,18,17,0,7,0.0,0.223880597,4.925373134,5.274626866,1.259259259,1.05,1.170212766,25.8,0.37829912,76.31,8,34,3,9,3,19,22,7,15,22,5,25,8,0,13,0.0,0.140350877,8.561403509,7.04,0.666666667,0.473684211,0.558823529,8.4,0.134185304,65.11,0.08352971999999997
Mondovi,33024391,22,61,0,8,34,3,9,3,19,22,7,15,22,5,25,8,0,13,0.0,0.140350877,8.561403509,7.04,0.666666667,0.473684211,0.558823529,8.4,0.134185304,65.11,24,47,6,8,7,20,61,7,15,22,9,18,17,0,7,0.0,0.223880597,4.925373134,5.274626866,1.259259259,1.05,1.170212766,25.8,0.37829912,76.31,-0.08352971999999997
Mondovi,33024392,59,39,1,21,60,12,21,5,26,59,10,22,32,13,15,18,1,15,0.0,0.320512821,12.5,12.66666667,0.941176471,0.576923077,0.783333333,23.74285714,0.284686536,88.3,15,48,8,15,1,8,39,12,28,40,10,32,8,2,0,0.0,0.230769231,13.61538462,12.10153846,0.7,0.375,0.645833333,16.70666667,0.194263566,86.36,0.08974359000000001
Spring Valley,33024392,39,59,0,15,48,8,15,1,8,39,12,28,40,10,32,8,2,0,0.0,0.230769231,13.61538462,12.10153846,0.7,0.375,0.645833333,16.70666667,0.194263566,86.36,21,60,12,21,5,26,59,10,22,32,13,15,18,1,15,0.0,0.320512821,12.5,12.66666667,0.941176471,0.576923077,0.783333333,23.74285714,0.284686536,88.3,-0.08974359000000001
Monona Grove,33024400,58,37,1,20,54,8,14,10,32,58,14,21,35,11,18,9,2,13,0.0,0.275362319,10.1884058,10.04521739,0.909090909,0.9375,0.925925926,21.82857143,0.281296024,78.62,12,44,11,16,2,13,37,7,23,30,7,17,12,1,15,0.0,0.295081967,17.1147541,14.57704918,0.64516129,0.461538462,0.590909091,15.025,0.222922849,71.11,-0.01971964799999998
Oregon,33024400,37,58,0,12,44,11,16,2,13,37,7,23,30,7,17,12,1,15,0.0,0.295081967,17.1147541,14.57704918,0.64516129,0.461538462,0.590909091,15.025,0.222922849,71.11,20,54,8,14,10,32,58,14,21,35,11,18,9,2,13,0.0,0.275362319,10.1884058,10.04521739,0.909090909,0.9375,0.925925926,21.82857143,0.281296024,78.62,0.01971964799999998
Monona Grove,33024401,49,57,0,17,61,9,10,6,32,49,12,18,30,10,9,12,2,17,0.0,0.279411765,15.92647059,14.22764706,0.75862069,0.5625,0.655737705,20.24,0.273513514,81.56,21,47,15,24,0,4,57,9,28,37,6,17,3,0,0,0.0,0.344262295,16.86885246,14.39016393,0.976744186,0.0,0.893617021,24.75,0.336277174,73.17,-0.06485053000000002
Stoughton,33024401,57,49,1,21,47,15,24,0,4,57,9,28,37,6,17,3,0,0,0.0,0.344262295,16.86885246,14.39016393,0.976744186,0.0,0.893617021,24.75,0.336277174,73.17,17,61,9,10,6,32,49,12,18,30,10,9,12,2,17,0.0,0.279411765,15.92647059,14.22764706,0.75862069,0.5625,0.655737705,20.24,0.273513514,81.56,0.06485053000000002
Montello,33024420,55,57,0,21,66,8,14,7,16,55,18,30,48,11,23,7,10,0,0.0,0.231707317,13.20731707,11.97463415,0.56,1.3125,0.742424242,22.82857143,0.241316823,96.14,20,61,12,29,5,22,57,11,20,31,12,13,13,0,17,0.0,0.32,17.6,16.2944,0.769230769,0.681818182,0.737704918,21.9862069,0.256848211,86.63,-0.08829268300000001
Cambria-Friesland,33024420,57,55,1,20,61,12,29,5,22,57,11,20,31,12,13,13,0,17,0.0,0.32,17.6,16.2944,0.769230769,0.681818182,0.737704918,21.9862069,0.256848211,86.63,21,66,8,14,7,16,55,18,30,48,11,23,7,10,0,0.0,0.231707317,13.20731707,11.97463415,0.56,1.3125,0.742424242,22.82857143,0.241316823,96.14,0.08829268300000001
Montello,33024422,44,62,0,18,59,7,14,1,10,44,12,21,33,9,23,5,5,0,0.0,0.202531646,12.55696203,10.92860759,0.693877551,0.3,0.627118644,19.4,0.221461187,92.76,17,48,10,16,6,19,62,24,17,41,15,9,15,2,12,0.0,0.520833333,22.91666667,23.35416667,0.75862069,0.947368421,0.833333333,19.5,0.307570978,50.52,-0.318301687
Fall River,33024422,62,44,1,17,48,10,16,6,19,62,24,17,41,15,9,15,2,12,0.0,0.520833333,22.91666667,23.35416667,0.75862069,0.947368421,0.833333333,19.5,0.307570978,50.52,18,59,7,14,1,10,44,12,21,33,9,23,5,5,0,0.0,0.202531646,12.55696203,10.92860759,0.693877551,0.3,0.627118644,19.4,0.221461187,92.76,0.318301687
Montello,33024424,33,36,0,12,43,7,13,2,10,33,7,21,28,15,15,1,9,0,0.0,0.333333333,12.0,12.92,0.606060606,0.6,0.604651163,13.50769231,0.213729309,67.71,14,57,6,13,2,8,36,20,24,44,9,19,11,1,0,0.0,0.230769231,7.615384615,7.366153846,0.489795918,0.75,0.526315789,15.10769231,0.186055324,77.4,0.10256410200000002
Princeton/Green Lake,33024424,36,33,1,14,57,6,13,2,8,36,20,24,44,9,19,11,1,0,0.0,0.230769231,7.615384615,7.366153846,0.489795918,0.75,0.526315789,15.10769231,0.186055324,77.4,12,43,7,13,2,10,33,7,21,28,15,15,1,9,0,0.0,0.333333333,12.0,12.92,0.606060606,0.6,0.604651163,13.50769231,0.213729309,67.71,-0.10256410200000002
Montello,33024425,31,47,0,13,52,4,6,1,21,31,12,22,34,3,16,4,3,0,0.0,0.118644068,5.576271186,4.508474576,0.774193548,0.142857143,0.519230769,14.06666667,0.199810606,75.96,18,60,11,22,1,7,47,12,26,38,11,11,13,0,0,0.0,0.314285714,9.742857143,10.032,0.641509434,0.428571429,0.616666667,20.2,0.253132832,82.16,-0.195641646
Markesan,33024425,47,31,1,18,60,11,22,1,7,47,12,26,38,11,11,13,0,0,0.0,0.314285714,9.742857143,10.032,0.641509434,0.428571429,0.616666667,20.2,0.253132832,82.16,13,52,4,6,1,21,31,12,22,34,3,16,4,3,0,0.0,0.118644068,5.576271186,4.508474576,0.774193548,0.142857143,0.519230769,14.06666667,0.199810606,75.96,0.195641646
Montello,33024429,18,100,0,7,34,3,11,1,10,16,13,9,22,2,27,0,0,0,0.0,0.1,10.0,7.752,0.5,0.3,0.441176471,7.327272727,0.112037809,60.69,41,62,9,12,9,13,100,10,9,19,26,2,10,4,9,0.0,0.4375,7.875,14.63,1.306122449,2.076923077,1.467741935,43.7,0.635174419,78.1,-0.3375
Randolph,33024429,100,18,1,41,62,9,12,9,13,100,10,9,19,26,2,10,4,9,0.0,0.4375,7.875,14.63,1.306122449,2.076923077,1.467741935,43.7,0.635174419,78.1,7,34,3,11,1,10,16,13,9,22,2,27,0,0,0,0.0,0.1,10.0,7.752,0.5,0.3,0.441176471,7.327272727,0.112037809,60.69,0.3375
Montello,33024431,21,71,0,9,48,2,6,1,9,21,13,19,34,5,23,4,3,0,0.0,0.111111111,7.888888889,6.417777778,0.41025641,0.333333333,0.395833333,9.266666667,0.126248865,76.29,28,60,6,10,9,22,71,11,27,38,19,7,10,1,11,0.0,0.333333333,7.0,10.13333333,1.0,1.227272727,1.083333333,29.44,0.414647887,79.23,-0.22222222200000002
Rio,33024431,71,21,1,28,60,6,10,9,22,71,11,27,38,19,7,10,1,11,0.0,0.333333333,7.0,10.13333333,1.0,1.227272727,1.083333333,29.44,0.414647887,79.23,9,48,2,6,1,9,21,13,19,34,5,23,4,3,0,0.0,0.111111111,7.888888889,6.417777778,0.41025641,0.333333333,0.395833333,9.266666667,0.126248865,76.29,0.22222222200000002
Montello,33024433,65,40,1,25,66,9,21,4,8,65,14,33,47,15,13,8,3,0,0.0,0.3,12.0,12.54,0.724137931,1.5,0.818181818,26.54285714,0.303694018,90.42,12,57,7,15,3,16,40,22,25,46,0,16,8,13,16,0.0,0.137254902,8.921568627,6.780392157,0.43902439,0.5625,0.473684211,13.30666667,0.168438819,72.26,0.16274509799999998
Tri-County,33024433,40,65,0,12,57,7,15,3,16,40,22,25,46,0,16,8,13,16,0.0,0.137254902,8.921568627,6.780392157,0.43902439,0.5625,0.473684211,13.30666667,0.168438819,72.26,25,66,9,21,4,8,65,14,33,47,15,13,8,3,0,0.0,0.3,12.0,12.54,0.724137931,1.5,0.818181818,26.54285714,0.303694018,90.42,-0.16274509799999998
