Team,Game_ID,Points_Scored,Points_Allowed,Win,Field Goals Made,Field Goals Attempted,Free Throws Made,Free Throws Attempted,Three Point Made,Three Point Attempted,Total Points,Offensive Rebounds,Defensive Rebounds,Total Rebounds,Assists,Turnovers,Steals,Blocks,Fouls,Technical Fouls,Offensive_Efficiency,Efficient Points Score,Raw EOP,Two Points Per Attempt,Three Points Per Attempt,Total Points Per Attempt,Scoring_Possesions,Team Play Percent,Possesions,Field Goals Made_Allowed,Field Goals Attempted_Allowed,Free Throws Made_Allowed,Free Throws Attempted_Allowed,Three Point Made_Allowed,Three Point Attempted_Allowed,Total Points_Allowed,Offensive Rebounds_Allowed,Defensive Rebounds_Allowed,Total Rebounds_Allowed,Assists_Allowed,Turnovers_Allowed,Steals_Allowed,Blocks_Allowed,Fouls_Allowed,Technical Fouls_Allowed,Offensive_Efficiency_Allowed,Efficient Points Score_Allowed,Raw EOP_Allowed,Two Points Per Attempt_Allowed,Three Points Per Attempt_Allowed,Total Points Per Attempt_Allowed,Scoring_Possesions_Allowed,Team Play Percent_Allowed,Possesions_Allowed,Offensive_Efficieny_Difference
Lake Mills,33023494,58,29,1,23,60,8,15,4,28,55,15,20,35,11,19,17,3,13,0.0,0.253333333,7.346666667,7.701333333,1.1875,0.428571429,0.833333333,24.70666667,0.290666667,86.95,13,52,2,8,1,6,29,10,19,29,9,28,4,0,16,0.0,0.139240506,8.075949367,7.090126582,0.52173913,0.5,0.519230769,13.2,0.158653846,90.1,0.11409282699999998
Waterloo,33023494,29,58,0,13,52,2,8,1,6,29,10,19,29,9,28,4,0,16,0.0,0.139240506,8.075949367,7.090126582,0.52173913,0.5,0.519230769,13.2,0.158653846,90.1,23,60,8,15,4,28,55,15,20,35,11,19,17,3,13,0.0,0.253333333,7.346666667,7.701333333,1.1875,0.428571429,0.833333333,24.70666667,0.290666667,86.95,-0.11409282699999998
Lake Mills,33023497,61,40,1,20,37,14,30,7,20,61,9,15,24,0,17,0,2,24,0.0,0.311111111,12.44444444,9.457777778,1.529411765,1.05,1.27027027,22.61333333,0.342626263,59.17,10,37,18,25,2,10,40,3,21,24,5,36,5,1,24,0.0,0.306666667,18.70666667,15.3824,0.592592593,0.6,0.594594595,15.184,0.182939759,84.59,0.004444443999999992
Whitewater,33023497,40,61,0,10,37,18,25,2,10,40,3,21,24,5,36,5,1,24,0.0,0.306666667,18.70666667,15.3824,0.592592593,0.6,0.594594595,15.184,0.182939759,84.59,20,37,14,30,7,20,61,9,15,24,0,17,0,2,24,0.0,0.311111111,12.44444444,9.457777778,1.529411765,1.05,1.27027027,22.61333333,0.342626263,59.17,-0.004444443999999992
Lakeside Lutheran,33023513,47,56,0,9,35,8,11,7,30,47,9,20,29,0,6,3,4,15,0.0,0.25,14.0,10.64,0.8,0.7,0.714285714,11.32727273,0.249499399,45.37,16,40,9,17,5,13,79,7,27,47,0,10,3,8,12,0.0,0.209302326,9.837209302,7.47627907,0.814814815,1.153846154,0.925,17.90588235,0.315244408,58.51,0.04069767399999999
Jefferson,33023513,56,47,1,16,40,9,17,5,13,79,7,27,47,0,10,3,8,12,0.0,0.209302326,9.837209302,7.47627907,0.814814815,1.153846154,0.925,17.90588235,0.315244408,58.51,9,35,8,11,7,30,47,9,20,29,0,6,3,4,15,0.0,0.25,14.0,10.64,0.8,0.7,0.714285714,11.32727273,0.249499399,45.37,-0.04069767399999999
Lakeside Lutheran,33023520,46,20,1,19,53,8,12,0,13,46,18,41,58,7,9,8,3,0,0.0,0.294117647,5.882352941,6.035294118,0.95,0.0,0.716981132,21.13333333,0.316367265,63.94,6,48,8,20,0,8,20,8,23,31,2,13,6,2,14,0.0,0.181818182,8.363636364,6.632727273,0.3,0.0,0.25,7.28,0.105507246,71.64,0.11229946499999999
Waterloo,33023520,20,46,0,6,48,8,20,0,8,20,8,23,31,2,13,6,2,14,0.0,0.181818182,8.363636364,6.632727273,0.3,0.0,0.25,7.28,0.105507246,71.64,19,53,8,12,0,13,46,18,41,58,7,9,8,3,0,0.0,0.294117647,5.882352941,6.035294118,0.95,0.0,0.716981132,21.13333333,0.316367265,63.94,-0.11229946499999999
Argyle,33023522,32,68,0,11,49,9,16,1,12,32,11,12,23,2,12,2,1,0,0.0,0.211538462,14.38461538,11.25384615,0.540540541,0.25,0.469387755,13.025,0.193249258,68.83,29,54,7,14,3,11,68,11,27,38,11,11,12,0,19,0.0,0.276923077,8.861538462,9.049846154,1.209302326,0.818181818,1.12962963,30.4,0.430594901,74.83,-0.06538461500000001
Lancaster,33023522,68,32,1,29,54,7,14,3,11,68,11,27,38,11,11,12,0,19,0.0,0.276923077,8.861538462,9.049846154,1.209302326,0.818181818,1.12962963,30.4,0.430594901,74.83,11,49,9,16,1,12,32,11,12,23,2,12,2,1,0,0.0,0.211538462,14.38461538,11.25384615,0.540540541,0.25,0.469387755,13.025,0.193249258,68.83,0.06538461500000001
Lancaster,33023525,59,28,1,21,55,12,22,6,22,59,15,20,35,8,25,20,1,16,0.0,0.273972603,7.671232877,7.495890411,0.909090909,0.818181818,0.872727273,23.61818182,0.265970516,85.95,9,40,8,16,2,10,28,8,19,27,9,38,12,0,19,0.0,0.215189873,12.69620253,11.12101266,0.466666667,0.6,0.5,10.6,0.125592417,85.44,0.05878272999999998
Benton,33023525,28,59,0,9,40,8,16,2,10,28,8,19,27,9,38,12,0,19,0.0,0.215189873,12.69620253,11.12101266,0.466666667,0.6,0.5,10.6,0.125592417,85.44,21,55,12,22,6,22,59,15,20,35,8,25,20,1,16,0.0,0.273972603,7.671232877,7.495890411,0.909090909,0.818181818,0.872727273,23.61818182,0.265970516,85.95,-0.05878272999999998
Lancaster,33023531,53,47,1,19,41,13,27,2,12,53,7,15,22,9,17,11,1,14,0.0,0.366666667,17.23333333,15.60533333,1.172413793,0.5,0.975609756,21.5037037,0.312553833,66.91,15,41,11,17,4,16,47,7,17,24,7,19,7,1,0,0.0,0.3,15.9,13.68,0.88,0.75,0.829268293,17.84705882,0.267171539,68.91,0.06666666700000001
Platteville,33023531,47,53,0,15,41,11,17,4,16,47,7,17,24,7,19,7,1,0,0.0,0.3,15.9,13.68,0.88,0.75,0.829268293,17.84705882,0.267171539,68.91,19,41,13,27,2,12,53,7,15,22,9,17,11,1,14,0.0,0.366666667,17.23333333,15.60533333,1.172413793,0.5,0.975609756,21.5037037,0.312553833,66.91,-0.06666666700000001
Lancaster,33023534,48,45,1,16,46,12,20,4,20,48,14,15,29,9,24,13,4,17,0.0,0.323076923,14.53846154,13.25907692,0.923076923,0.6,0.782608696,18.88,0.242051282,73.42,14,45,9,15,8,17,45,12,14,26,11,29,16,0,19,0.0,0.273972603,13.15068493,12.28493151,0.428571429,1.411764706,0.8,16.16,0.202,79.16,0.049104320000000035
Potosi/Cassville,33023534,45,48,0,14,45,9,15,8,17,45,12,14,26,11,29,16,0,19,0.0,0.273972603,13.15068493,12.28493151,0.428571429,1.411764706,0.8,16.16,0.202,79.16,16,46,12,20,4,20,48,14,15,29,9,24,13,4,17,0.0,0.323076923,14.53846154,13.25907692,0.923076923,0.6,0.782608696,18.88,0.242051282,73.42,-0.049104320000000035
Lancaster,33023535,29,59,0,10,43,6,10,3,21,29,4,17,20,7,18,8,3,13,0.0,0.203125,11.984375,10.18875,0.636363636,0.428571429,0.534883721,11.44,0.176,73.92,19,44,7,12,10,24,55,7,28,35,21,18,9,0,13,0.0,0.368421053,10.68421053,14.0,0.9,1.25,1.090909091,20.63333333,0.308882236,72.11,-0.165296053
Prairie du Chien,33023535,59,29,1,19,44,7,12,10,24,55,7,28,35,21,18,9,0,13,0.0,0.368421053,10.68421053,14.0,0.9,1.25,1.090909091,20.63333333,0.308882236,72.11,10,43,6,10,3,21,29,4,17,20,7,18,8,3,13,0.0,0.203125,11.984375,10.18875,0.636363636,0.428571429,0.534883721,11.44,0.176,73.92,0.165296053
Lancaster,33023536,21,39,0,8,32,2,7,3,14,21,6,15,21,5,25,9,3,13,0.0,0.125,4.875,4.18,0.555555556,0.642857143,0.59375,8.228571429,0.137601529,63.38,16,47,1,4,6,28,39,9,18,27,12,18,15,1,11,0.0,0.191176471,4.014705882,4.794705882,1.052631579,0.642857143,0.808510638,16.1,0.241741742,74.17,-0.06617647099999999
Richland Center,33023536,39,21,1,16,47,1,4,6,28,39,9,18,27,12,18,15,1,11,0.0,0.191176471,4.014705882,4.794705882,1.052631579,0.642857143,0.808510638,16.1,0.241741742,74.17,8,32,2,7,3,14,21,6,15,21,5,25,9,3,13,0.0,0.125,4.875,4.18,0.555555556,0.642857143,0.59375,8.228571429,0.137601529,63.38,0.06617647099999999
Lancaster,33023539,65,29,1,25,65,10,12,5,29,65,12,24,36,13,17,16,2,19,0.0,0.277108434,8.036144578,8.845301205,1.111111111,0.517241379,0.846153846,28.33333333,0.326420891,95.16,8,42,13,18,0,4,29,9,20,29,0,32,7,1,0,0.0,0.2,13.0,9.88,0.421052632,0.0,0.380952381,11.75555556,0.144772852,81.17,0.077108434
Southwestern,33023539,29,65,0,8,42,13,18,0,4,29,9,20,29,0,32,7,1,0,0.0,0.2,13.0,9.88,0.421052632,0.0,0.380952381,11.75555556,0.144772852,81.17,25,65,10,12,5,29,65,12,24,36,13,17,16,2,19,0.0,0.277108434,8.036144578,8.845301205,1.111111111,0.517241379,0.846153846,28.33333333,0.326420891,95.16,-0.077108434
Lena,33023558,32,49,0,10,60,8,20,4,24,32,18,15,33,3,22,10,1,18,0.0,0.164179104,8.044776119,6.488358209,0.333333333,0.5,0.4,11.28,0.125333333,86.74,19,46,7,14,0,6,45,13,25,38,10,18,11,3,13,0.0,0.278688525,8.918032787,8.895737705,0.95,0.0,0.826086957,20.4,0.293103448,68.49,-0.11450942100000003
Crivitz,33023558,49,32,1,19,46,7,14,0,6,45,13,25,38,10,18,11,3,13,0.0,0.278688525,8.918032787,8.895737705,0.95,0.0,0.826086957,20.4,0.293103448,68.49,10,60,8,20,4,24,32,18,15,33,3,22,10,1,18,0.0,0.164179104,8.044776119,6.488358209,0.333333333,0.5,0.4,11.28,0.125333333,86.74,0.11450942100000003
Lena,33023560,43,57,0,17,60,3,7,6,22,43,17,18,35,12,13,10,4,16,0.0,0.220588235,12.57352941,11.56764706,0.578947368,0.818181818,0.666666667,17.51428571,0.231059178,78.81,17,50,20,21,3,13,57,12,20,32,13,9,10,4,11,0.0,0.55,23.65,23.408,0.756756757,0.692307692,0.74,24.61904762,0.365267769,66.16,-0.329411765
Florence,33023560,57,43,1,17,50,20,21,3,13,57,12,20,32,13,9,10,4,11,0.0,0.55,23.65,23.408,0.756756757,0.692307692,0.74,24.61904762,0.365267769,66.16,17,60,3,7,6,22,43,17,18,35,12,13,10,4,16,0.0,0.220588235,12.57352941,11.56764706,0.578947368,0.818181818,0.666666667,17.51428571,0.231059178,78.81,0.329411765
Lena,33023561,32,47,0,13,48,4,13,2,13,32,14,23,37,9,18,7,5,13,0.0,0.213114754,10.01639344,9.070163934,0.628571429,0.461538462,0.583333333,13.49230769,0.189498704,70.22,15,41,8,16,3,11,47,13,28,42,11,9,12,0,15,0.0,0.395833333,12.66666667,12.93583333,0.8,0.818181818,0.804878049,16.6,0.294326241,52.49,-0.18271857900000002
Gillett,33023561,47,32,1,15,41,8,16,3,11,47,13,28,42,11,9,12,0,15,0.0,0.395833333,12.66666667,12.93583333,0.8,0.818181818,0.804878049,16.6,0.294326241,52.49,13,48,4,13,2,13,32,14,23,37,9,18,7,5,13,0.0,0.213114754,10.01639344,9.070163934,0.628571429,0.461538462,0.583333333,13.49230769,0.189498704,70.22,0.18271857900000002
Lena,33023564,65,59,1,21,54,19,29,4,14,65,16,27,43,13,31,14,7,12,0.0,0.390243902,23.02439024,21.35414634,0.85,0.857142857,0.851851852,25.97931034,0.26893696,89.48,22,74,2,7,13,49,59,21,20,41,15,26,19,0,23,0.0,0.180851064,11.75531915,10.99574468,0.72,0.795918367,0.77027027,22.22857143,0.21623124,107.13,0.20939283799999997
Oneida Nation,33023564,59,65,0,22,74,2,7,13,49,59,21,20,41,15,26,19,0,23,0.0,0.180851064,11.75531915,10.99574468,0.72,0.795918367,0.77027027,22.22857143,0.21623124,107.13,21,54,19,29,4,14,65,16,27,43,13,31,14,7,12,0.0,0.390243902,23.02439024,21.35414634,0.85,0.857142857,0.851851852,25.97931034,0.26893696,89.48,-0.20939283799999997
Lena,33023568,47,13,1,17,55,9,28,4,12,47,22,14,36,10,17,26,8,13,0.0,0.316666667,4.116666667,5.535333333,0.604651163,1.0,0.690909091,18.15714286,0.21823489,70.46,6,34,1,5,0,4,13,7,21,28,3,36,5,3,18,0.0,0.060606061,2.848484848,2.303030303,0.4,0.0,0.352941176,6.08,0.084444444,76.11,0.256060606
Tigerton,33023568,13,47,0,6,34,1,5,0,4,13,7,21,28,3,36,5,3,18,0.0,0.060606061,2.848484848,2.303030303,0.4,0.0,0.352941176,6.08,0.084444444,76.11,17,55,9,28,4,12,47,22,14,36,10,17,26,8,13,0.0,0.316666667,4.116666667,5.535333333,0.604651163,1.0,0.690909091,18.15714286,0.21823489,70.46,-0.256060606
Little Chute,33023570,23,36,0,6,33,10,16,1,10,23,10,16,26,2,20,6,0,13,0.0,0.266666667,9.6,7.701333333,0.434782609,0.3,0.393939394,8.5,0.143097643,55.5,15,31,4,7,2,10,36,1,11,12,9,18,8,3,11,0.0,0.228070175,5.245614035,5.546666667,1.238095238,0.6,1.032258065,15.91428571,0.307225593,60.33,0.03859649200000001
Clintonville,33023570,36,23,1,15,31,4,7,2,10,36,1,11,12,9,18,8,3,11,0.0,0.228070175,5.245614035,5.546666667,1.238095238,0.6,1.032258065,15.91428571,0.307225593,60.33,6,33,10,16,1,10,23,10,16,26,2,20,6,0,13,0.0,0.266666667,9.6,7.701333333,0.434782609,0.3,0.393939394,8.5,0.143097643,55.5,-0.03859649200000001
Little Chute,33023571,15,53,0,2,29,11,22,0,11,15,10,20,30,0,28,3,1,13,0.0,0.234042553,12.40425532,9.427234043,0.222222222,0.0,0.137931034,4.2,0.063829787,57.9,14,42,4,12,7,17,53,17,16,33,10,6,17,1,18,0.0,0.341463415,5.12195122,6.487804878,0.56,1.235294118,0.833333333,14.53333333,0.275252525,46.61,-0.107420862
Denmark,33023571,53,15,1,14,42,4,12,7,17,53,17,16,33,10,6,17,1,18,0.0,0.341463415,5.12195122,6.487804878,0.56,1.235294118,0.833333333,14.53333333,0.275252525,46.61,2,29,11,22,0,11,15,10,20,30,0,28,3,1,13,0.0,0.234042553,12.40425532,9.427234043,0.222222222,0.0,0.137931034,4.2,0.063829787,57.9,0.107420862
Little Chute,33023572,30,70,0,12,28,3,7,3,7,30,4,14,18,11,23,1,2,12,0.0,0.24137931,16.89655172,14.85931034,0.857142857,1.285714286,0.964285714,12.51428571,0.232607541,57.92,30,53,5,9,7,15,71,9,11,20,14,7,11,0,0,0.0,0.292307692,8.769230769,9.774769231,1.210526316,1.4,1.264150943,31.11111111,0.489168414,71.57,-0.050928381999999994
Fox Valley Lutheran,33023572,70,30,1,30,53,5,9,7,15,71,9,11,20,14,7,11,0,0,0.0,0.292307692,8.769230769,9.774769231,1.210526316,1.4,1.264150943,31.11111111,0.489168414,71.57,12,28,3,7,3,7,30,4,14,18,11,23,1,2,12,0.0,0.24137931,16.89655172,14.85931034,0.857142857,1.285714286,0.964285714,12.51428571,0.232607541,57.92,0.050928381999999994
Little Chute,33023573,11,66,0,5,18,0,1,1,4,11,2,19,21,4,32,1,0,11,0.0,0.076923077,5.076923077,4.092307692,0.571428571,0.75,0.611111111,5.0,0.099206349,55.06,25,59,11,17,5,16,66,18,10,28,20,2,25,2,8,0.0,0.492063492,5.412698413,11.59301587,0.930232558,0.9375,0.93220339,27.84705882,0.410723581,65.34,-0.415140415
Freedom,33023573,66,11,1,25,59,11,17,5,16,66,18,10,28,20,2,25,2,8,0.0,0.492063492,5.412698413,11.59301587,0.930232558,0.9375,0.93220339,27.84705882,0.410723581,65.34,5,18,0,1,1,4,11,2,19,21,4,32,1,0,11,0.0,0.076923077,5.076923077,4.092307692,0.571428571,0.75,0.611111111,5.0,0.099206349,55.06,0.415140415
Little Chute,33023574,31,51,0,14,33,0,5,3,7,31,4,22,26,4,28,3,0,14,0.0,0.06557377,3.344262295,2.740983607,0.846153846,1.285714286,0.939393939,14.0,0.222222222,69.92,22,53,6,19,1,11,51,11,16,27,7,15,11,0,13,0.0,0.203125,6.296875,5.86625,1.0,0.272727273,0.849056604,22.75789474,0.301030354,77.43,-0.13755123
Luxemburg-Casco,33023574,51,31,1,22,53,6,19,1,11,51,11,16,27,7,15,11,0,13,0.0,0.203125,6.296875,5.86625,1.0,0.272727273,0.849056604,22.75789474,0.301030354,77.43,14,33,0,5,3,7,31,4,22,26,4,28,3,0,14,0.0,0.06557377,3.344262295,2.740983607,0.846153846,1.285714286,0.939393939,14.0,0.222222222,69.92,0.13755123
Little Chute,33023575,25,39,0,8,24,7,11,2,10,25,3,19,22,5,32,5,2,12,0.0,0.206896552,8.068965517,6.91862069,0.857142857,0.6,0.75,9.781818182,0.161950632,62.39,13,53,13,16,0,5,39,17,12,29,3,16,18,1,14,0.0,0.290909091,7.272727273,6.190545455,0.541666667,0.0,0.490566038,17.225,0.228448276,72.01,-0.084012539
Marinette,33023575,39,25,1,13,53,13,16,0,5,39,17,12,29,3,16,18,1,14,0.0,0.290909091,7.272727273,6.190545455,0.541666667,0.0,0.490566038,17.225,0.228448276,72.01,8,24,7,11,2,10,25,3,19,22,5,32,5,2,12,0.0,0.206896552,8.068965517,6.91862069,0.857142857,0.6,0.75,9.781818182,0.161950632,62.39,0.084012539
Little Chute,33023577,17,58,0,5,29,6,17,1,16,17,4,17,21,2,24,5,2,16,0.0,0.156862745,9.098039216,7.152941176,0.615384615,0.1875,0.379310345,5.847058824,0.097776903,60.32,22,67,11,18,3,19,58,23,22,45,10,7,13,0,0,0.0,0.344262295,5.852459016,7.064262295,0.791666667,0.473684211,0.701492537,24.68888889,0.304050356,76.19,-0.18739955
Seymour,33023577,58,17,1,22,67,11,18,3,19,58,23,22,45,10,7,13,0,0,0.0,0.344262295,5.852459016,7.064262295,0.791666667,0.473684211,0.701492537,24.68888889,0.304050356,76.19,5,29,6,17,1,16,17,4,17,21,2,24,5,2,16,0.0,0.156862745,9.098039216,7.152941176,0.615384615,0.1875,0.379310345,5.847058824,0.097776903,60.32,0.18739955
Little Chute,33023580,26,25,1,8,41,9,18,1,17,26,15,20,35,7,24,10,1,23,0.0,0.280701754,7.01754386,6.826666667,0.583333333,0.176470588,0.414634146,9.8,0.135734072,65.35,10,34,5,20,0,2,25,11,18,29,5,23,6,1,21,0.0,0.196078431,5.098039216,4.619607843,0.625,0.0,0.588235294,10.5,0.161538462,58.83,0.08462332300000003
Waupaca,33023580,25,26,0,10,34,5,20,0,2,25,11,18,29,5,23,6,1,21,0.0,0.196078431,5.098039216,4.619607843,0.625,0.0,0.588235294,10.5,0.161538462,58.83,8,41,9,18,1,17,26,15,20,35,7,24,10,1,23,0.0,0.280701754,7.01754386,6.826666667,0.583333333,0.176470588,0.414634146,9.8,0.135734072,65.35,-0.08462332300000003
Lodi,33023592,57,69,0,21,45,8,12,7,16,57,8,15,23,19,16,4,3,24,0.0,0.375,25.875,25.08,0.965517241,1.3125,1.088888889,23.13333333,0.351570415,70.44,20,46,25,35,4,9,69,13,13,26,8,10,4,1,11,0.0,0.647058824,36.88235294,31.96470588,0.864864865,1.333333333,0.956521739,27.14285714,0.387755102,60.49,-0.27205882400000003
Cambridge,33023592,69,57,1,20,46,25,35,4,9,69,13,13,26,8,10,4,1,11,0.0,0.647058824,36.88235294,31.96470588,0.864864865,1.333333333,0.956521739,27.14285714,0.387755102,60.49,21,45,8,12,7,16,57,8,15,23,19,16,4,3,24,0.0,0.375,25.875,25.08,0.965517241,1.3125,1.088888889,23.13333333,0.351570415,70.44,0.27205882400000003
Lodi,33023593,42,77,0,17,50,5,11,3,18,42,9,21,30,14,22,2,12,22,0.0,0.246753247,19.0,17.06545455,0.875,0.5,0.74,17.90909091,0.234412185,82.37,12,36,14,25,13,29,77,14,20,34,19,8,13,0,10,0.0,0.673469388,28.28571429,31.22204082,-0.285714286,1.344827586,1.027777778,15.136,0.280296296,43.42,-0.426716141
Columbus,33023593,77,42,1,12,36,14,25,13,29,77,14,20,34,19,8,13,0,10,0.0,0.673469388,28.28571429,31.22204082,-0.285714286,1.344827586,1.027777778,15.136,0.280296296,43.42,17,50,5,11,3,18,42,9,21,30,14,22,2,12,22,0.0,0.246753247,19.0,17.06545455,0.875,0.5,0.74,17.90909091,0.234412185,82.37,0.426716141
Lodi,33023594,41,51,0,18,51,1,2,4,11,41,6,21,27,15,17,6,4,16,0.0,0.207792208,10.5974026,10.42285714,0.7,1.090909091,0.784313725,18.2,0.264534884,81.98,19,52,9,17,4,22,51,13,21,34,9,13,7,1,6,0.0,0.295081967,12.09836066,11.21311475,1.0,0.545454545,0.807692308,20.90588235,0.291168278,71.89,-0.087289759
Lake Mills,33023594,51,41,1,19,52,9,17,4,22,51,13,21,34,9,13,7,1,6,0.0,0.295081967,12.09836066,11.21311475,1.0,0.545454545,0.807692308,20.90588235,0.291168278,71.89,18,51,1,2,4,11,41,6,21,27,15,17,6,4,16,0.0,0.207792208,10.5974026,10.42285714,0.7,1.090909091,0.784313725,18.2,0.264534884,81.98,0.087289759
Lodi,33023597,33,75,0,14,33,1,11,4,11,33,4,21,25,9,34,8,7,17,0.0,0.138888889,10.41666667,8.866666667,0.909090909,1.090909091,0.96969697,14.03636364,0.196587726,75.92,26,72,12,23,13,32,75,22,17,39,17,12,24,4,11,0.0,0.367088608,12.11392405,13.94936709,0.65,1.21875,0.902777778,28.50434783,0.305840642,89.26,-0.228199719
Monona Grove,33023597,75,33,1,26,72,12,23,13,32,75,22,17,39,17,12,24,4,11,0.0,0.367088608,12.11392405,13.94936709,0.65,1.21875,0.902777778,28.50434783,0.305840642,89.26,14,33,1,11,4,11,33,4,21,25,9,34,8,7,17,0.0,0.138888889,10.41666667,8.866666667,0.909090909,1.090909091,0.96969697,14.03636364,0.196587726,75.92,0.228199719
Lodi,33023599,56,62,0,22,58,9,16,3,15,56,10,12,22,16,18,16,4,16,0.0,0.304878049,18.90243902,18.07317073,0.88372093,0.6,0.810344828,24.025,0.291565534,88.5,23,40,13,19,3,5,62,6,20,26,15,26,12,4,0,0.0,0.373333333,20.90666667,20.14506667,1.142857143,1.8,1.225,26.55789474,0.360840961,75.58,-0.068455284
New Glarus,33023599,62,56,1,23,40,13,19,3,5,62,6,20,26,15,26,12,4,0,0.0,0.373333333,20.90666667,20.14506667,1.142857143,1.8,1.225,26.55789474,0.360840961,75.58,22,58,9,16,3,15,56,10,12,22,16,18,16,4,16,0.0,0.304878049,18.90243902,18.07317073,0.88372093,0.6,0.810344828,24.025,0.291565534,88.5,0.068455284
Lodi,33023600,56,53,1,18,57,16,24,4,23,56,12,28,40,12,19,9,9,14,1.0,0.368421053,19.52631579,18.2,0.823529412,0.52173913,0.701754386,22.26666667,0.260124611,85.96,20,58,6,13,6,27,53,8,17,25,3,22,11,0,0,0.0,0.12,6.72,5.3808,0.903225806,0.666666667,0.793103448,21.10769231,0.247742867,94.64,0.248421053
Poynette,33023600,53,56,0,20,58,6,13,6,27,53,8,17,25,3,22,11,0,0,0.0,0.12,6.72,5.3808,0.903225806,0.666666667,0.793103448,21.10769231,0.247742867,94.64,18,57,16,24,4,23,56,12,28,40,12,19,9,9,14,1.0,0.368421053,19.52631579,18.2,0.823529412,0.52173913,0.701754386,22.26666667,0.260124611,85.96,-0.248421053
Lodi,33023604,48,53,0,20,53,3,4,5,18,48,8,31,39,12,27,5,2,15,0.0,0.178571429,9.464285714,8.821428571,0.857142857,0.833333333,0.849056604,20.9,0.256127451,92.64,17,51,14,23,5,15,53,4,17,21,11,9,21,1,9,0.0,0.373134328,17.91044776,16.73134328,0.666666667,1.0,0.764705882,20.40869565,0.294923348,76.12,-0.194562899
Watertown Luther Prep,33023604,53,48,1,17,51,14,23,5,15,53,4,17,21,11,9,21,1,9,0.0,0.373134328,17.91044776,16.73134328,0.666666667,1.0,0.764705882,20.40869565,0.294923348,76.12,20,53,3,4,5,18,48,8,31,39,12,27,5,2,15,0.0,0.178571429,9.464285714,8.821428571,0.857142857,0.833333333,0.849056604,20.9,0.256127451,92.64,0.194562899
Lomira,33023605,45,35,1,15,48,14,30,1,12,45,16,25,41,9,14,12,0,0,0.0,0.418181818,14.63636364,13.984,0.777777778,0.25,0.645833333,17.61333333,0.238018018,64.08,12,45,7,14,3,18,35,7,20,27,11,19,4,0,0,0.0,0.264705882,11.91176471,11.26588235,0.666666667,0.5,0.6,13.4,0.192528736,74.51,0.15347593599999998
Campbellsport,33023605,35,45,0,12,45,7,14,3,18,35,7,20,27,11,19,4,0,0,0.0,0.264705882,11.91176471,11.26588235,0.666666667,0.5,0.6,13.4,0.192528736,74.51,15,48,14,30,1,12,45,16,25,41,9,14,12,0,0,0.0,0.418181818,14.63636364,13.984,0.777777778,0.25,0.645833333,17.61333333,0.238018018,64.08,-0.15347593599999998
Lomira,33023606,54,52,1,19,39,12,25,4,9,54,7,20,27,12,14,7,0,0,0.0,0.413793103,21.51724138,20.12689655,1.0,1.333333333,1.076923077,21.304,0.33815873,61.11,9,22,10,13,8,20,52,0,15,16,11,12,7,4,18,0.0,0.466666667,25.2,23.05333333,1.0,1.2,1.181818182,12.07692308,0.308084772,42.8,-0.052873563999999984
Chilton,33023606,52,54,0,9,22,10,13,8,20,52,0,15,16,11,12,7,4,18,0.0,0.466666667,25.2,23.05333333,1.0,1.2,1.181818182,12.07692308,0.308084772,42.8,19,39,12,25,4,9,54,7,20,27,12,14,7,0,0,0.0,0.413793103,21.51724138,20.12689655,1.0,1.333333333,1.076923077,21.304,0.33815873,61.11,0.052873563999999984
Lomira,33023607,32,62,0,12,35,7,13,1,7,32,9,24,33,5,30,5,0,0,0.0,0.196721311,12.19672131,10.01704918,0.785714286,0.428571429,0.714285714,13.50769231,0.192417269,69.37,23,66,8,9,8,30,62,12,15,27,16,8,19,3,9,0.0,0.307692308,9.846153846,11.22461538,0.833333333,0.8,0.818181818,25.84444444,0.333046964,87.56,-0.11097099700000002
Kewaskum,33023607,62,32,1,23,66,8,9,8,30,62,12,15,27,16,8,19,3,9,0.0,0.307692308,9.846153846,11.22461538,0.833333333,0.8,0.818181818,25.84444444,0.333046964,87.56,12,35,7,13,1,7,32,9,24,33,5,30,5,0,0,0.0,0.196721311,12.19672131,10.01704918,0.785714286,0.428571429,0.714285714,13.50769231,0.192417269,69.37,0.11097099700000002
Lomira,33023608,31,67,0,10,46,10,20,1,15,31,11,22,33,6,26,4,0,0,0.0,0.23880597,16.0,13.24895522,0.580645161,0.2,0.456521739,12.0,0.15,78.63,27,71,4,10,9,31,67,17,23,40,14,9,12,7,0,0.0,0.233766234,7.246753247,7.994805195,0.9,0.870967742,0.887323944,27.64,0.329047619,90.21,0.005039736000000017
Laconia,33023608,67,31,1,27,71,4,10,9,31,67,17,23,40,14,9,12,7,0,0.0,0.233766234,7.246753247,7.994805195,0.9,0.870967742,0.887323944,27.64,0.329047619,90.21,10,46,10,20,1,15,31,11,22,33,6,26,4,0,0,0.0,0.23880597,16.0,13.24895522,0.580645161,0.2,0.456521739,12.0,0.15,78.63,-0.005039736000000017
Lomira,33023609,59,49,1,22,64,9,20,6,17,59,22,22,44,9,16,18,0,0,0.0,0.268656716,13.1641791,11.84238806,0.680851064,1.058823529,0.78125,23.62,0.268409091,82.06,20,53,6,10,1,5,49,11,24,35,9,29,6,5,23,0.0,0.1875,11.0625,9.69,0.791666667,0.6,0.773584906,21.44,0.249302326,91.43,0.08115671600000002
