Player_ID,Game_ID,Spot_ID,Spot_FGA,Spot_FGM
20,2,1,2,0
20,2,2,0,0
20,2,3,0,0
20,2,4,1,0
20,2,5,0,0
20,2,6,0,0
20,2,7,0,0
20,2,8,0,0
20,2,9,0,0
20,2,10,0,0
20,2,11,3,1
24,2,1,0,0
24,2,2,0,0
24,2,3,1,0
24,2,4,1,0
24,2,5,0,0
24,2,6,0,0
24,2,7,0,0
24,2,8,0,0
24,2,9,0,0
24,2,10,0,0
24,2,11,9,3
25,2,1,0,0
25,2,2,0,0
25,2,3,0,0
25,2,4,0,0
25,2,5,0,0
25,2,6,0,0
25,2,7,0,0
25,2,8,0,0
25,2,9,0,0
25,2,10,0,0
25,2,11,0,0
13,2,1,0,0
13,2,2,0,0
13,2,3,0,0
13,2,4,0,0
13,2,5,0,0
13,2,6,0,0
13,2,7,0,0
13,2,8,0,0
13,2,9,0,0
13,2,10,0,0
13,1,11,0,0
1,2,1,0,0
1,2,2,2,1
1,2,3,0,0
1,2,4,0,0
1,2,5,0,0
1,2,6,0,0
1,2,7,0,0
1,2,8,0,0
1,2,9,0,0
1,2,10,0,0
1,2,11,8,2
3,3,1,0,0
3,3,2,0,0
3,3,3,0,0
3,3,4,0,0
3,3,5,0,0
3,3,6,0,0
3,3,7,0,0
3,3,8,0,0
3,3,9,0,0
3,3,10,0,0
3,3,11,10,9
4,3,1,0,0
4,3,2,0,0
4,3,3,0,0
4,3,4,0,0
4,3,5,0,0
4,3,6,0,0
4,3,7,0,0
4,3,8,0,0
4,3,9,0,0
4,3,10,0,0
4,3,11,1,0
5,3,1,0,0
5,3,2,0,0
5,3,3,0,0
5,3,4,0,0
5,3,5,1,0
5,3,6,0,0
5,3,7,0,0
5,3,8,0,0
5,3,9,1,0
5,3,10,0,0
5,3,11,3,2
10,3,1,2,1
10,3,2,0,0
10,3,3,1,0
10,3,4,0,0
10,3,5,1,1
10,3,6,0,0
10,3,7,0,0
10,3,8,0,0
10,3,9,0,0
10,3,10,0,0
10,3,11,2,1
11,3,1,0,0
11,3,2,0,0
11,3,3,0,0
11,3,4,0,0
11,3,5,0,0
11,3,6,0,0
11,3,7,0,0
11,3,8,0,0
11,3,9,0,0
11,3,10,0,0
11,3,11,4,3
15,3,1,0,0
15,3,2,0,0
15,3,3,0,0
15,3,4,0,0
15,3,5,0,0
15,3,6,0,0
15,3,7,0,0
15,3,8,0,0
15,3,9,0,0
15,3,10,0,0
15,3,11,0,0
20,3,1,0,0
20,3,2,0,0
20,3,3,1,0
20,3,4,1,0
20,3,5,0,0
20,3,6,0,0
20,3,7,0,0
20,3,8,0,0
20,3,9,0,0
20,3,10,0,0
20,3,11,6,3
24,3,1,0,0
24,3,2,1,1
24,3,3,0,0
24,3,4,1,0
24,3,5,1,0
24,3,6,1,1
24,3,7,0,0
24,3,8,0,0
24,3,9,0,0
24,3,10,0,0
24,3,11,10,6
25,3,1,1,0
25,3,2,0,0
25,3,3,0,0
25,3,4,0,0
25,3,5,0,0
25,3,6,0,0
25,3,7,0,0
25,3,8,0,0
25,3,9,0,0
25,3,10,0,0
25,3,11,0,0
13,3,1,0,0
13,3,2,1,0
13,3,3,0,0
13,3,4,0,0
13,3,5,0,0
13,3,6,0,0
13,3,7,0,0
13,3,8,0,0
13,3,9,0,0
13,3,10,0,0
13,3,11,2,1
1,3,1,1,1
1,3,2,0,0
1,3,3,0,0
1,3,4,1,0
1,3,5,0,0
1,3,6,0,0
1,3,7,0,0
1,3,8,0,0
1,3,9,0,0
1,3,10,0,0
1,3,11,7,3
